,location,total_sqft,bath,balcony,price,bhk
4143,Kasavanhalli,1819.0,3.0,1.0,150.0,3.0
4146,Kasavanhalli,1585.0,2.0,2.0,90.0,2.0
4147,Kasavanhalli,1245.0,2.0,2.0,80.0,2.0
4148,Kasavanhalli,2035.0,3.0,2.0,142.0,3.0
4149,Kasavanhalli,1747.0,3.0,1.0,110.0,3.0
4150,Kasavanhalli,1377.0,2.0,2.0,80.0,2.0
4151,Kasavanhalli,1181.0,2.0,1.0,61.0,2.0
4152,Kasavanhalli,1121.0,2.0,2.0,75.0,2.0
4153,Kasturi Nagar,1925.0,3.0,1.5823075660594124,125.0,3.0
4154,Kasturi Nagar,1567.0,2.0,2.0,92.0,2.0
4157,Kasturi Nagar,1080.0,2.0,2.0,80.0,2.0
4158,Kasturi Nagar,1101.0,2.0,2.0,65.0,2.0
4160,Kasturi Nagar,1896.0,3.0,1.0,125.0,4.0
4161,Kasturi Nagar,1100.0,2.0,2.0,58.0,2.0
4162,Kasturi Nagar,1570.0,3.0,2.0,110.0,3.0
4163,Kasturi Nagar,1000.0,2.0,0.0,58.0,2.0
4164,Kasturi Nagar,1101.0,2.0,2.0,66.0,2.0
4165,Kasturi Nagar,2507.0,4.0,2.0,155.0,4.0
4166,Kathriguppe,1400.0,2.0,2.0,77.0,3.0
4167,Kathriguppe,1250.0,2.0,1.0,68.75,3.0
4168,Kathriguppe,1245.0,2.0,2.0,68.48,3.0
4169,Kathriguppe,1350.0,2.0,1.0,87.01,3.0
4170,Kathriguppe,1350.0,2.0,2.0,80.99,3.0
4171,Kathriguppe,1365.0,2.0,2.0,75.08,3.0
4172,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
4173,Kathriguppe,1350.0,2.0,1.0,80.99,3.0
4174,Kathriguppe,1390.0,2.0,2.0,76.45,3.0
4175,Kathriguppe,1350.0,3.0,3.0,78.3,3.0
4176,Kathriguppe,1250.0,2.0,2.0,68.75,3.0
4177,Kathriguppe,1335.0,2.0,3.0,73.43,3.0
4178,Kathriguppe,1300.0,3.0,3.0,77.99,3.0
4179,Kathriguppe,1335.0,2.0,2.0,73.43,3.0
4180,Kathriguppe,1350.0,3.0,2.0,80.99,3.0
4181,Kathriguppe,1250.0,2.0,1.0,68.75,2.0
4182,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2.0
4183,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2.0
4184,Kaval Byrasandra,1200.0,2.0,1.0,49.5,2.0
4185,Kaval Byrasandra,945.0,2.0,2.0,50.0,2.0
4186,Kaval Byrasandra,1060.0,2.0,2.0,45.0,2.0
4187,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2.0
4188,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2.0
4189,Kaval Byrasandra,997.0,2.0,3.0,53.0,2.0
4190,Kaval Byrasandra,1060.0,2.0,2.0,42.0,2.0
4191,Kaval Byrasandra,480.0,1.0,1.0,25.0,1.0
4192,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2.0
4193,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2.0
4194,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3.0
4195,Kaval Byrasandra,1066.0,2.0,3.0,55.0,2.0
4196,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2.0
4197,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3.0
4198,Kenchenahalli,1015.0,2.0,2.0,58.0,2.0
4199,Kenchenahalli,715.0,1.0,1.0,45.0,1.0
4200,Kenchenahalli,1150.0,2.0,2.0,58.0,2.0
4201,Kenchenahalli,1280.0,2.0,2.0,69.0,3.0
4203,Kenchenahalli,870.0,1.0,1.0,45.0,2.0
4204,Kenchenahalli,1150.0,2.0,2.0,60.0,2.0
4205,Kenchenahalli,700.0,1.0,1.0,35.0,1.0
4206,Kenchenahalli,1060.0,2.0,2.0,52.0,2.0
4207,Kenchenahalli,1150.0,2.0,2.0,57.0,2.0
4208,Kenchenahalli,1720.0,3.0,1.5823075660594124,100.0,3.0
4209,Kenchenahalli,1015.0,2.0,2.0,60.0,2.0
4211,Kengeri,750.0,2.0,1.0,38.0,2.0
4213,Kengeri,1197.0,2.0,2.0,50.0,2.0
4214,Kengeri,1200.0,2.0,0.0,58.0,2.0
4216,Kengeri,726.0,2.0,1.0,31.0,2.0
4218,Kengeri,1025.0,2.0,2.0,57.0,2.0
4220,Kengeri,1082.0,2.0,1.0,49.0,3.0
4223,Kengeri,750.0,2.0,1.0,36.0,2.0
4224,Kengeri,963.0,2.0,2.0,40.0,2.0
4226,Kengeri,726.0,2.0,1.0,35.0,2.0
4227,Kengeri,416.0,1.0,1.0,19.5,1.0
4228,Kengeri,900.0,2.0,2.0,45.0,2.0
4231,Kengeri,502.0,1.0,1.0,25.0,1.0
4233,Kengeri,1200.0,3.0,1.0,67.0,3.0
4234,Kengeri,725.0,2.0,1.0,30.0,2.0
4235,Kengeri,500.0,1.0,1.0,17.0,1.0
4236,Kengeri,540.0,1.0,1.0,22.5,1.0
4237,Kengeri,750.0,2.0,1.0,35.5,2.0
4238,Kengeri,1741.0,3.0,2.0,80.0,3.0
4240,Kengeri,1200.0,2.0,0.0,58.0,2.0
4243,Kengeri,750.0,2.0,1.0,36.5,2.0
4245,Kengeri,416.0,1.0,1.0,18.0,1.0
4247,Kengeri,883.0,2.0,0.0,49.0,2.0
4248,Kengeri,1052.0,2.0,2.0,51.0,2.0
4249,Kengeri,1220.0,2.0,2.0,63.0,2.0
4250,Kengeri,1150.0,1.0,0.0,52.0,1.0
4251,Kengeri,1192.0,2.0,2.0,53.5,2.0
4253,Kengeri,750.0,2.0,1.0,40.0,2.0
4254,Kengeri,1035.0,2.0,1.0,51.5,2.0
4255,Kengeri,3000.0,5.0,1.5823075660594124,130.0,8.0
4256,Kengeri,410.0,1.0,1.0,15.0,1.0
4257,Kengeri,416.0,1.0,1.0,17.19,1.0
4260,Kengeri,2500.0,4.0,3.0,100.0,5.0
4261,Kengeri,550.0,1.0,1.0,16.75,1.0
4262,Kengeri Satellite Town,890.0,2.0,1.0,35.0,2.0
4263,Kengeri Satellite Town,883.0,2.0,1.0,45.0,2.0
4264,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3.0
4265,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1.0
4266,Kengeri Satellite Town,1635.0,2.0,1.5823075660594124,78.0,3.0
4267,Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2.0
4268,Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2.0
4269,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2.0
4270,Kengeri Satellite Town,818.0,2.0,1.0,26.0,2.0
4271,Kengeri Satellite Town,1030.0,2.0,2.0,50.0,2.0
4272,Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2.0
4273,Kengeri Satellite Town,795.0,2.0,2.0,32.0,2.0
4274,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2.0
4275,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2.0
4276,Kengeri Satellite Town,654.0,1.0,1.0,22.0,1.0
4277,Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2.0
4278,Kengeri Satellite Town,750.0,2.0,1.0,33.0,2.0
4279,Kengeri Satellite Town,920.0,2.0,3.0,39.0,2.0
4280,Kengeri Satellite Town,985.0,2.0,2.0,42.0,2.0
4281,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1.0
4282,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2.0
4284,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2.0
4285,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2.0
4286,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2.0
4287,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2.0
4288,Kereguddadahalli,950.0,2.0,1.0,32.0,2.0
4289,Kereguddadahalli,1400.0,2.0,2.0,48.0,3.0
4290,Kereguddadahalli,800.0,2.0,2.0,28.0,2.0
4291,Kereguddadahalli,904.0,2.0,1.0,30.0,2.0
4293,Kereguddadahalli,1000.0,2.0,2.0,30.0,2.0
4294,Kereguddadahalli,1240.0,3.0,2.0,41.0,3.0
4295,Kereguddadahalli,600.0,1.0,1.0,19.5,1.0
4296,Kereguddadahalli,1080.0,2.0,2.0,32.0,2.0
4297,Kereguddadahalli,1000.0,2.0,1.0,34.0,2.0
4300,Kereguddadahalli,1015.0,2.0,1.0,35.0,2.0
4301,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3.0
4302,Kodichikkanahalli,995.0,2.0,1.0,41.0,2.0
4303,Kodichikkanahalli,2700.0,7.0,2.0,125.0,5.0
4304,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3.0
4305,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2.0
4306,Kodichikkanahalli,1150.0,2.0,3.0,48.0,2.0
4307,Kodichikkanahalli,1070.0,2.0,3.0,43.0,2.0
4308,Kodichikkanahalli,1620.0,2.0,2.0,85.0,3.0
4310,Kodichikkanahalli,1026.0,2.0,1.0,45.0,2.0
4311,Kodichikkanahalli,2500.0,7.0,0.0,125.0,5.0
4312,Kodichikkanahalli,450.0,1.0,1.0,18.0,1.0
4313,Kodichikkanahalli,907.0,2.0,2.0,38.5,2.0
4314,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2.0
4315,Kodichikkanahalli,900.0,2.0,1.0,42.0,2.0
4317,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3.0
4318,Kodichikkanahalli,976.0,2.0,1.0,50.0,2.0
4319,Kodichikkanahalli,2700.0,4.0,2.0,125.0,5.0
4320,Kodichikkanahalli,1299.0,2.0,3.0,58.0,2.0
4321,Kodigehaali,1166.0,2.0,2.0,55.0,2.0
4322,Kodigehaali,1320.0,3.0,0.0,65.0,3.0
4323,Kodigehaali,1117.0,2.0,2.0,56.0,2.0
4324,Kodigehaali,1200.0,2.0,1.0,55.0,2.0
4325,Kodigehaali,1200.0,2.0,2.0,60.0,2.0
4326,Kodigehaali,2120.0,3.0,2.0,177.0,3.0
4327,Kodigehaali,1013.0,2.0,1.0,51.0,2.0
4328,Kodigehaali,1324.0,3.0,2.0,65.0,3.0
4329,Kodigehaali,965.0,2.0,1.0,38.0,2.0
4330,Kodigehaali,866.0,2.0,2.0,32.0,2.0
4331,Kodigehaali,1442.0,3.0,2.0,80.0,3.0
4332,Kodigehalli,1270.0,2.0,1.0,98.0,2.0
4333,Kodigehalli,1200.0,2.0,2.0,48.0,2.0
4334,Kodigehalli,655.0,1.0,1.0,53.0,1.0
4335,Kodigehalli,1820.0,3.0,2.0,150.0,3.0
4336,Kodigehalli,635.0,1.0,1.0,28.0,2.0
4337,Kodigehalli,1200.0,4.0,1.0,156.0,3.0
4338,Kodihalli,3252.0,5.0,3.0,335.0,4.0
4339,Kodihalli,2700.0,4.0,1.0,270.0,3.0
4340,Kodihalli,2392.0,4.0,2.0,260.0,3.0
4341,Kodihalli,2408.0,4.0,2.0,260.0,3.0
4342,Kodihalli,2500.0,4.0,1.0,260.0,3.0
4343,Kodihalli,1620.0,3.0,2.0,130.0,3.0
4344,Kodihalli,3260.0,5.0,3.0,388.0,4.0
4345,Kodihalli,3197.0,5.0,2.0,335.0,4.0
4346,Kodihalli,1490.0,2.0,1.0,150.0,2.0
4347,Kogilu,1909.0,3.0,2.0,88.0,3.0
4349,Kogilu,1170.0,2.0,1.0,51.99,2.0
4350,Kogilu,650.0,2.0,0.0,28.0,2.0
4351,Kogilu,1140.0,2.0,1.0,50.66,2.0
4352,Kogilu,1200.0,2.0,1.0,53.33,2.0
4353,Kogilu,1934.0,3.0,2.0,150.0,3.0
4354,Kogilu,540.0,1.0,0.0,36.0,1.0
4355,Kogilu,1559.0,3.0,2.0,127.0,3.0
4356,Kogilu,1190.0,2.0,2.0,50.66,2.0
4357,Kogilu,1140.0,2.0,2.0,50.66,2.0
4358,Kogilu,1559.0,3.0,2.0,120.0,3.0
4359,Kogilu,700.0,1.0,1.0,30.84,1.0
4360,Kogilu,1250.0,2.0,1.0,55.55,2.0
4361,Kogilu,952.0,2.0,2.0,49.0,2.0
4362,Kogilu,2456.0,7.0,2.0,85.0,7.0
4363,Konanakunte,2791.0,3.0,1.0,223.0,3.0
4364,Konanakunte,884.0,1.0,0.0,58.0,2.0
4365,Konanakunte,1200.0,4.0,0.0,125.0,4.0
4366,Konanakunte,1200.0,2.0,1.0,130.0,4.0
4367,Konanakunte,2400.0,2.0,3.0,180.0,3.0
4368,Konanakunte,3746.0,6.0,1.0,375.0,4.0
4369,Konanakunte,1423.0,2.0,2.0,85.0,3.0
4370,Koramangala,1320.0,2.0,1.0,165.0,2.0
4371,Koramangala,1253.0,2.0,1.0,102.0,2.0
4372,Koramangala,1580.0,3.0,2.0,160.0,3.0
4374,Koramangala,3500.0,5.0,2.0,425.0,4.0
4375,Koramangala,1005.0,1.0,1.0,110.0,2.0
4376,Koramangala,2292.0,4.0,1.0,275.0,3.0
4378,Koramangala,1290.0,2.0,3.0,100.0,2.0
4379,Koramangala,1300.0,2.0,3.0,110.0,2.0
4381,Koramangala,1325.0,2.0,2.0,119.0,2.0
4382,Koramangala,1140.0,2.0,1.0,75.2,2.0
4383,Koramangala,1260.0,2.0,3.0,100.0,2.0
4384,Koramangala,1975.0,3.0,1.5823075660594124,210.0,3.0
4385,Koramangala,1900.0,2.0,1.0,200.0,2.0
4387,Koramangala,2292.0,3.0,2.0,286.0,3.0
4388,Koramangala,2300.0,3.0,3.0,290.0,3.0
4391,Koramangala,2503.0,6.0,2.0,325.0,4.0
4393,Koramangala,1320.0,2.0,1.0,150.0,2.0
4394,Koramangala,1320.0,2.0,2.0,110.0,2.0
4395,Koramangala,5985.0,4.0,1.5823075660594124,775.0,4.0
4396,Koramangala,2461.0,6.0,2.0,353.0,4.0
4398,Koramangala,2246.0,3.0,0.0,300.0,3.0
4399,Koramangala,1300.0,2.0,2.0,82.0,2.0
4402,Koramangala,1083.0,2.0,1.0,100.0,2.0
4403,Koramangala,1744.0,3.0,1.0,200.0,3.0
4404,Koramangala,1180.0,2.0,1.0,128.0,2.0
4405,Koramangala,1320.0,2.0,1.0,160.0,2.0
4406,Koramangala,1370.0,2.0,2.0,125.0,2.0
4407,Koramangala,1100.0,2.0,2.0,85.0,2.0
4408,Koramangala,1249.0,2.0,1.0,165.0,2.0
4409,Koramangala,1200.0,2.0,2.0,100.0,2.0
4412,Koramangala,2223.0,3.0,2.0,300.0,3.0
4413,Koramangala,1744.0,4.0,1.0,210.0,3.0
4414,Koramangala,1866.0,4.0,2.0,245.0,3.0
4415,Koramangala,1350.0,2.0,2.0,103.0,2.0
4416,Koramangala,6000.0,4.0,0.0,625.0,4.0
4418,Koramangala,1710.0,3.0,2.0,210.0,3.0
4419,Koramangala,1355.0,2.0,2.0,95.0,2.0
4420,Koramangala,1600.0,3.0,1.0,170.0,3.0
4421,Koramangala,1260.0,2.0,1.0,100.0,2.0
4424,Kothannur,1206.0,2.0,1.0,48.23,2.0
4426,Kothannur,1100.0,2.0,2.0,40.0,2.0
4427,Kothannur,1197.0,2.0,1.0,47.88,2.0
4428,Kothannur,1197.0,2.0,1.0,47.8,2.0
4429,Kothannur,1070.0,2.0,1.0,42.79,2.0
4432,Kothannur,1070.0,2.0,2.0,38.6,2.0
4433,Kothannur,1485.0,2.0,2.0,59.4,3.0
4434,Kothannur,1215.0,2.0,3.0,48.6,3.0
4435,Kothannur,1404.0,2.0,1.0,56.15,3.0
4436,Kothanur,1200.0,2.0,1.0,51.0,2.0
4437,Kothanur,2400.0,2.0,1.0,150.0,3.0
4438,Kothanur,1828.0,3.0,1.5823075660594124,110.0,3.0
4439,Kothanur,1186.0,2.0,2.0,58.0,2.0
4441,Kothanur,1847.0,3.0,2.0,105.0,3.0
4443,Kothanur,9600.0,5.0,2.0,550.0,5.0
4444,Kothanur,1435.0,3.0,3.0,70.0,3.0
4445,Kothanur,1187.0,2.0,2.0,58.0,2.0
4446,Kothanur,1847.0,3.0,2.0,110.0,3.0
4447,Kothanur,1460.0,3.0,3.0,71.0,3.0
4448,Kothanur,1185.0,2.0,2.0,59.0,2.0
4449,Kothanur,1436.0,3.0,3.0,70.0,3.0
4450,Kothanur,1462.0,3.0,3.0,71.0,3.0
4451,Kothanur,1790.0,3.0,2.0,105.0,3.0
4453,Kothanur,1070.0,2.0,1.0,45.5,2.0
4455,Kothanur,1145.0,2.0,2.0,56.0,2.0
4456,Kothanur,3401.0,5.0,1.5823075660594124,230.0,4.0
4457,Kothanur,1455.0,2.0,1.5823075660594124,69.0,2.0
4458,Kothanur,627.0,1.0,1.0,30.0,1.0
4459,Kothanur,1302.0,2.0,1.0,68.5,2.0
4460,Kothanur,1760.0,3.0,1.5823075660594124,111.0,3.0
4461,Kothanur,1185.0,2.0,2.0,58.0,2.0
4462,Kothanur,1500.0,1.0,0.0,75.0,1.0
4463,Kothanur,1075.0,2.0,2.0,53.0,2.0
4464,Kothanur,1790.0,3.0,0.0,97.0,3.0
4465,Kothanur,2700.0,4.0,2.0,175.0,4.0
4466,Kothanur,1786.0,2.0,2.0,106.0,3.0
4467,Kothanur,1787.0,3.0,2.0,107.0,3.0
4468,Kothanur,1141.0,2.0,2.0,54.0,2.0
4469,Kothanur,1760.0,3.0,1.5823075660594124,110.0,3.0
4471,Kothanur,1160.0,2.0,2.0,57.0,2.0
4472,Kothanur,1095.0,2.0,2.0,55.0,2.0
4473,Kothanur,1142.0,2.0,2.0,56.0,2.0
4474,Kothanur,1074.0,2.0,2.0,54.0,2.0
4475,Kothanur,1285.0,2.0,1.0,60.0,2.0
4476,Kothanur,1075.0,2.0,2.0,53.0,2.0
4477,Kothanur,1140.0,2.0,2.0,56.0,2.0
4478,Kothanur,1400.0,2.0,1.0,70.0,2.0
4481,Kothanur,1140.0,2.0,2.0,56.0,2.0
4482,Kothanur,1787.0,3.0,2.0,120.0,3.0
4483,Kothanur,1185.0,2.0,2.0,59.0,2.0
4484,Kothanur,1130.0,2.0,2.0,55.0,2.0
4485,Kothanur,1094.0,2.0,2.0,54.0,2.0
4486,Kothanur,1170.0,3.0,2.0,80.0,3.0
4487,Kothanur,1400.0,2.0,2.0,65.0,2.0
4488,Kothanur,1195.0,2.0,2.0,59.0,2.0
4489,Kothanur,1790.0,3.0,2.0,120.0,3.0
4490,Kothanur,1454.0,3.0,3.0,71.5,3.0
4491,Kudlu,1152.0,2.0,1.0,53.5,2.0
4492,Kudlu,1027.0,2.0,2.0,43.0,2.0
4493,Kudlu,1092.0,2.0,2.0,44.0,2.0
4494,Kudlu,1027.0,2.0,2.0,43.0,2.0
4495,Kudlu,1143.0,2.0,1.0,55.0,2.0
4497,Kudlu,1024.0,2.0,2.0,44.0,2.0
4499,Kudlu,1600.0,3.0,3.0,79.0,3.0
4500,Kudlu,1027.0,2.0,2.0,42.0,2.0
4501,Kudlu,1076.0,2.0,1.0,50.0,2.0
4502,Kudlu,1027.0,2.0,2.0,44.0,2.0
4503,Kudlu,1084.0,2.0,1.0,53.0,2.0
4504,Kudlu,1300.0,2.0,2.0,56.0,2.0
4505,Kudlu,1027.0,2.0,2.0,44.0,2.0
4506,Kudlu,1245.0,2.0,1.0,60.0,3.0
4507,Kudlu,1027.0,2.0,1.0,44.0,2.0
4508,Kudlu,1110.0,2.0,1.0,46.0,2.0
4509,Kudlu,2100.0,3.0,1.0,114.0,4.0
4510,Kudlu,720.0,1.0,1.0,33.0,1.0
4511,Kudlu,1162.0,2.0,1.0,52.0,2.0
4512,Kudlu,1041.0,2.0,1.0,53.0,2.0
4513,Kudlu Gate,1535.0,3.0,2.0,83.0,3.0
4514,Kudlu Gate,1535.0,3.0,2.0,85.0,3.0
4516,Kudlu Gate,1535.0,3.0,2.0,86.0,3.0
4517,Kudlu Gate,1564.0,2.0,1.0,92.0,3.0
4519,Kudlu Gate,1238.0,2.0,3.0,55.0,2.0
4520,Kudlu Gate,1707.0,2.708601981443623,1.5823075660594124,99.745,3.0
4521,Kudlu Gate,1335.0,3.0,2.0,89.0,3.0
4522,Kudlu Gate,703.0,1.0,1.0,52.0,1.0
4523,Kudlu Gate,1532.0,3.0,2.0,83.0,3.0
4524,Kudlu Gate,1113.0,2.0,1.0,50.0,2.0
4526,Kudlu Gate,1185.0,2.0,1.0,50.0,2.0
4530,Kudlu Gate,1215.0,2.0,1.0,45.0,2.0
4531,Kudlu Gate,812.0,2.0,1.0,38.25,2.0
4532,Kudlu Gate,1547.0,2.0,2.0,103.0,2.0
4533,Kudlu Gate,1336.0,2.0,1.0,86.0,2.0
4534,Kudlu Gate,1919.0,3.0,2.0,121.0,3.0
4535,Kudlu Gate,1464.0,3.0,3.0,56.0,2.0
4536,Kudlu Gate,1850.0,3.0,2.0,120.0,3.0
4537,Kudlu Gate,940.0,2.0,1.0,69.57,2.0
4538,Kudlu Gate,1215.0,2.0,1.0,44.96,2.0
4539,Kudlu Gate,1164.0,2.0,2.0,75.0,2.0
4540,Kudlu Gate,3850.0,6.0,0.0,205.0,4.0
4541,Kudlu Gate,1183.0,2.0,1.0,79.54,2.0
4542,Kudlu Gate,1850.0,3.0,2.0,110.0,3.0
4544,Kudlu Gate,1183.0,2.0,1.0,79.54,2.0
4545,Kudlu Gate,1200.0,2.0,1.0,44.4,2.0
4547,Kudlu Gate,1310.0,2.0,2.0,53.0,2.0
4548,Kumaraswami Layout,2000.0,4.0,1.0,139.0,4.0
4549,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2.0
4550,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2.0
4551,Kumaraswami Layout,2400.0,7.0,1.0,125.0,7.0
4552,Kumaraswami Layout,2400.0,2.0,1.0,125.0,3.0
4553,Kumaraswami Layout,1310.0,2.0,1.0,70.0,3.0
4554,Kumaraswami Layout,850.0,1.0,1.0,78.0,1.0
4555,Kumaraswami Layout,3200.0,7.0,0.0,150.0,7.0
4556,Kumaraswami Layout,1310.0,2.0,1.0,85.0,3.0
4557,Kumaraswami Layout,2450.0,3.0,2.0,110.0,4.0
4558,Kumaraswami Layout,3100.0,7.0,3.0,145.0,7.0
4559,Kumaraswami Layout,1200.0,3.0,1.0,75.0,3.0
4560,Kumaraswami Layout,1081.0,2.0,3.0,60.0,2.0
4561,Kundalahalli,1724.0,3.0,2.0,125.0,3.0
4562,Kundalahalli,1030.0,2.0,2.0,49.0,2.0
4563,Kundalahalli,735.0,2.0,1.0,57.99,2.0
4564,Kundalahalli,1047.0,2.0,1.0,82.0,2.0
4565,Kundalahalli,1397.0,3.0,3.0,105.0,3.0
4566,Kundalahalli,1724.0,3.0,2.0,127.0,3.0
4567,Kundalahalli,1010.0,2.0,1.0,49.27,2.0
4568,Kundalahalli,1397.0,3.0,2.0,110.0,3.0
4569,Kundalahalli,1397.0,3.0,2.0,104.0,3.0
4570,Kundalahalli,1397.0,3.0,3.0,108.0,3.0
4571,Kundalahalli,1920.0,3.0,2.0,150.0,3.0
4573,Kundalahalli,1724.0,3.0,2.0,124.0,3.0
4574,Kundalahalli,1047.0,2.0,1.0,84.0,2.0
4575,Kundalahalli,1047.0,2.0,1.0,83.0,2.0
4576,Kundalahalli,7000.0,4.0,3.0,550.0,4.0
4578,Kundalahalli,1120.0,2.0,1.0,53.76,2.0
4579,Kundalahalli,1047.0,2.0,1.0,82.62,2.0
4580,Kundalahalli,1047.0,2.0,1.0,91.0,2.0
4581,Kundalahalli,1724.0,3.0,1.0,146.0,3.0
4582,Kundalahalli,1600.0,3.0,2.0,170.0,3.0
4584,Kundalahalli,1724.0,3.0,1.0,125.0,3.0
4585,Kundalahalli,1010.0,2.0,1.0,48.27,2.0
4586,Kundalahalli,1047.0,2.0,1.0,89.0,2.0
4587,Kundalahalli,2500.0,5.0,2.0,245.0,4.0
4588,Kundalahalli,1397.0,3.0,3.0,105.0,3.0
4590,Kundalahalli,1047.0,2.0,1.0,72.0,2.0
4591,Kundalahalli,1260.0,2.0,0.0,58.0,2.0
4592,Kundalahalli,3092.0,4.0,3.0,230.0,4.0
4593,Kundalahalli,1065.0,2.0,1.0,70.0,2.0
4594,Kundalahalli,1724.0,3.0,1.0,146.0,3.0
4595,Kundalahalli,1047.0,2.0,2.0,91.0,2.0
4596,Kundalahalli,1724.0,3.0,2.0,128.0,3.0
4597,Kundalahalli,1315.0,2.0,3.0,74.0,2.0
4598,Kundalahalli,2100.0,3.0,2.0,150.0,3.0
4599,Kundalahalli,1724.0,3.0,1.0,125.0,3.0
4600,Kundalahalli,1724.0,3.0,3.0,140.0,3.0
4601,Kundalahalli,1175.0,2.0,1.0,65.0,2.0
4603,LB Shastri Nagar,1043.0,2.0,2.0,55.0,2.0
4604,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2.0
4605,LB Shastri Nagar,665.0,1.0,2.0,32.0,1.0
4606,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2.0
4607,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3.0
4608,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2.0
4609,LB Shastri Nagar,1200.0,2.0,1.0,47.0,2.0
4610,LB Shastri Nagar,1200.0,2.0,1.0,75.0,2.0
4611,LB Shastri Nagar,1000.0,2.0,1.0,49.5,2.0
4612,Laggere,2800.0,5.0,2.0,125.0,5.0
4613,Laggere,1200.0,3.0,1.0,130.0,3.0
4614,Laggere,1200.0,1.0,1.0,125.0,1.0
4615,Laggere,1200.0,2.0,0.0,75.0,2.0
4616,Laggere,620.0,2.0,0.0,48.0,1.0
4617,Lakshminarayana Pura,1185.0,2.0,2.0,75.0,2.0
4618,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3.0
4619,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2.0
4620,Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2.0
4621,Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2.0
4622,Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2.0
4623,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2.0
4624,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2.0
4625,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2.0
4626,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2.0
4627,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2.0
4628,Lakshminarayana Pura,1165.0,2.0,2.0,75.0,2.0
4629,Lakshminarayana Pura,1145.0,2.0,1.0,75.0,2.0
4630,Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3.0
4631,Lakshminarayana Pura,1210.0,2.0,2.0,75.0,2.0
4632,Lakshminarayana Pura,1169.0,2.0,2.0,75.0,2.0
4633,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2.0
4634,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2.0
4635,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2.0
4636,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2.0
4637,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2.0
4638,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2.0
4639,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2.0
4640,Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2.0
4641,Lingadheeranahalli,1521.0,3.0,1.0,95.0,3.0
4642,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3.0
4643,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3.0
4644,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3.0
4645,Lingadheeranahalli,1521.0,3.0,1.0,94.99,3.0
4646,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3.0
4647,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3.0
